         8418060 function calls (8265897 primitive calls) in 298.835 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\llvmpy\core.py:246(fcmp)
       39    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\cpython\builtins.py:317(constant_dummy)
       46    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\rewrites\static_raise.py:39(match)
        8    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\interpreter.py:1011(op_BUILD_TUPLE)
       67    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typeinfer.py:1702(typeof_intrinsic_call)
       46    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\controlflow.py:277(in_loops)
       39    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\sigutils.py:17(normalize_signature)
        1    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\np\arrayobj.py:1137(get_array_memory_extents)
      417    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\bytecode.py:72(__init__)
       11    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\options.py:23(parse_as_flags)
        3    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\rewrites\static_getitem.py:28(apply)
       20    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\dispatcher.py:276(nopython_signatures)
        3    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\cpython\tupleobj.py:391(<listcomp>)
       18    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\np\ufunc\array_exprs.py:303(_legalize_parameter_names)
       84    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\types\functions.py:311(<genexpr>)
     1220    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\colorama\ansitowin32.py:106(should_wrap)
        5    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\cgutils.py:316(__getitem__)
        4    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\interpreter.py:967(op_FOR_ITER)
       29    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typeinfer.py:994(_get_return_vars)
      880    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\compiler_machinery.py:271(debug_print)
      204    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\binding\ffi.py:291(__enter__)
        6    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typeinfer.py:380(__call__)
       11    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\np\arrayobj.py:124(load_item)
      179    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\llvmpy\core.py:81(pointer)
       12    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typing\builtins.py:98(generic)
        1    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\np\arrayobj.py:1213(src_cleanup)
      484    0.000    0.000    0.000    0.000 {method 'clear' of 'frame' objects}
      112    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
       20    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\byteflow.py:169(get_used_phis_per_state)
     1018    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\values.py:785(is_terminated)
     1593    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\values.py:689(align)
        4    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\interpreter.py:963(op_GET_ITER)
      499    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       27    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\instructions.py:529(__init__)
      126    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\cpu.py:79(target_data)
      322    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\itanium_mangler.py:106(_fix_lead_digit)
       58    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typing\context.py:51(__getitem__)
       40    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\controlflow.py:63(__eq__)
       20    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\transforms.py:498(find_setupwiths)
       10    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\interpreter.py:1215(op_COMPARE_OP)
       27    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\types\functions.py:494(__init__)
      546    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\datamodel\models.py:128(<genexpr>)
       41    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\binding\value.py:151(linkage)
       11    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\cpython\numbers.py:593(real_mul_impl)
       39    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\binding\transforms.py:101(_dispose)
       11    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\base.py:504(unpack_value)
     1231    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\types\misc.py:163(key)
        8    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typing\builtins.py:109(generic)
      240    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typing\templates.py:275(get_impl_key)
     1321    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\pprint.py:92(__lt__)
        1    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\np\arrayobj.py:1084(offset_bounds_from_strides)
      363    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\byteflow.py:1184(push)
       21    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\byteflow.py:588(op_RETURN_VALUE)
       14    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\types\functions.py:529(get_overload)
        9    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\interpreter.py:1372(op_CALL_METHOD)
        9    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\base.py:807(get_struct_type)
        9    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\interpreter.py:1369(op_LOAD_METHOD)
       33    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\types.py:338(format_constant)
       46    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\byteflow.py:1399(__init__)
       20    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\ir_utils.py:2013(warn_deprecated)
       20    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\byteflow.py:180(find_use_defs)
      831    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\types\functions.py:296(<dictcomp>)
       39    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\binding\transforms.py:13(__init__)
     1593    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\values.py:707(dereferenceable_or_null)
     1704    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\types.py:335(__str__)
       20    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\compiler.py:185(compile_result)
       20    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\dispatcher.py:278(<listcomp>)
      246    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\types\npytypes.py:464(is_precise)
        2    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\cpython\mathimpl.py:131(float_impl)
      332    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\values.py:281(__eq__)
      725    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\controlflow.py:595(<listcomp>)
        8    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\types\common.py:67(iterator_type)
       35    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\np\numpy_support.py:225(select_array_wrapper)
        9    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\cgutils.py:415(is_null)
       78    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\types.py:542(__init__)
     33/9    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\np\ufunc\array_exprs.py:263(_arr_expr_to_ast)
      319    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\byteflow.py:1188(pop)
      277    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typeinfer.py:1201(<genexpr>)
      515    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\ir.py:259(define)
     1716    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
        2    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\cpython\mathimpl.py:99(call_fp_intrinsic)
       19    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typing\typeof.py:82(typeof_type)
      112    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\base.py:1142(add_linking_libs)
      391    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\ast.py:202(iter_fields)
       90    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numpy\__init__.py:206(__getattr__)
        7    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\lowering.py:646(<listcomp>)
      213    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\ir.py:1234(prepend)
      617    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\enum.py:562(__new__)
      235    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typeinfer.py:1098(propagate_refined_type)
       18    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\ir_utils.py:2034(resolve_func_from_module)
     1593    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\values.py:698(dereferenceable)
       37    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\ir.py:420(call)
       46    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\interpreter.py:46(__init__)
        8    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typeinfer.py:413(__call__)
       54    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typeinfer.py:1462(typeof_arg)
       12    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typed_passes.py:551(_do_work_getattr)
       33    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\types.py:276(_format_double)
      898    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typeinfer.py:113(defined)
       27    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\types\abstract.py:174(__call__)
       21    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\binding\module.py:117(name)
       29    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\byteflow.py:287(op_LOAD_CONST)
        7    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\cpython\builtins.py:261(int_impl)
       20    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\interpreter.py:88(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\boxing.py:35(box_integer)
       47    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\threading.py:81(RLock)
      417    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\dis.py:419(_unpack_opargs)
       60    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typeinfer.py:1364(<listcomp>)
      440    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\compiler_machinery.py:67(analysis)
     1050    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\values.py:607(module)
       46    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\interpreter.py:309(_insert_outgoing_phis)
       31    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:269(_module_repr)
        1    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\pythonapi.py:526(long_from_longlong)
        9    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\interpreter.py:1124(op_BINARY_TRUE_DIVIDE)
      349    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\inspect.py:158(isfunction)
        1    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\pythonapi.py:502(_long_from_native_int)
        6    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\ir_utils.py:324(replace_vars_inner)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(linspace)
       20    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\ctypes\__init__.py:518(string_at)
     1113    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\binding\value.py:123(is_function)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(meshgrid)
       39    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\binding\transforms.py:25(opt_level)
        3    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\interpreter.py:457(op_UNPACK_SEQUENCE)
        5    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\cgutils.py:292(_get_ptr_by_index)
      864    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\analysis.py:141(<genexpr>)
       11    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\options.py:30(set_flags)
       43    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\byteflow.py:320(op_STORE_FAST)
       80    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\controlflow.py:78(_non_empty_items)
       14    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\dispatcher.py:323(get_overload)
       40    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\ir.py:1088(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\ir.py:466(getiter)
      112    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\cgutils.py:228(_get_be_type)
       46    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\interpreter.py:430(insert_block)
       46    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\lowering.py:582(cast_result)
       84    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typing\listdecl.py:152(generic)
      171    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\ir.py:1193(__init__)
      226    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\binding\ffi.py:215(__bool__)
        2    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\datamodel\models.py:581(<listcomp>)
      469    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\utils.py:266(_check_attr)
       46    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\rewrites\ir_print.py:59(match)
        2    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numpy\lib\function_base.py:4102(meshgrid)
       33    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\types.py:269(_format_float_as_hex)
        1    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numpy\core\function_base.py:23(linspace)
       60    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\binding\module.py:230(_dispose)
       39    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\np\npyimpl.py:403(cast)
     1194    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\types\abstract.py:155(is_precise)
     1196    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typing\context.py:603(<lambda>)
      297    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typeinfer.py:138(append)
       48    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typing\templates.py:890(resolve)
    38/18    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\ir_utils.py:2044(resolve_mod)
       20    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\transforms.py:503(find_ranges)
        7    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\interpreter.py:991(op_BINARY_SUBSCR)
        1    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\np\arrayobj.py:1012(begin_loops)
       11    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\base.py:397(insert_user_function)
      440    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\inspect.py:72(isclass)
       20    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typeinfer.py:1307(_unify_return_types)
        9    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\byteflow.py:1030(op_CALL_METHOD)
        5    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\np\arrayobj.py:1013(<genexpr>)
      934    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\interpreter.py:346(current_scope)
       76    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\llvmpy\core.py:177(get_global_variable_named)
      558    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\types\abstract.py:93(__init__)
      631    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\compiler.py:278(__setattr__)
       20    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\cpu.py:142(post_lowering)
      156    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\types\abstract.py:19(_autoincr)
       24    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\np\npyimpl.py:280(<genexpr>)
       24    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typing\templates.py:58(replace)
      322    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\lowering.py:588(<genexpr>)
      112    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\copyreg.py:90(__newobj__)
      169    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\llvmpy\core.py:97(void)
        1    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\np\arrayobj.py:637(loop_head)
     34/6    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\ir_utils.py:394(visit_vars_inner)
        2    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\cpython\slicing.py:154(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\np\arrayobj.py:4597(<listcomp>)
       79    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\types\functions.py:485(__hash__)
       20    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\annotations\type_annotations.py:56(__init__)
       39    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\binding\transforms.py:48(inlining_threshold)
       38    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\byteflow.py:1258(fork)
        8    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\byteflow.py:835(op_BUILD_TUPLE)
      791    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\debuginfo.py:55(mark_location)
        1    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\np\arrayobj.py:974(get_offset_bounds)
       40    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\controlflow.py:197(_exit_points)
       27    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\datamodel\models.py:329(inner_types)
       80    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\compiler_machinery.py:218(_debug_init)
      232    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\ntpath.py:34(_get_bothseps)
       34    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typing\builtins.py:607(generic)
       87    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\utils.py:366(bit_length)
       92    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\sigutils.py:38(check_type)
      251    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\ssa.py:249(on_assign)
      119    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\types\containers.py:133(<genexpr>)
       33    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\types\containers.py:203(<listcomp>)
       58    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\ir.py:1200(copy)
      256    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\ir.py:560(<genexpr>)
       24    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\binding\value.py:155(linkage)
       20    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\weakref.py:159(__setitem__)
        8    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typeinfer.py:431(__call__)
       20    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\controlflow.py:221(_in_loops)
        6    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\datamodel\models.py:503(__init__)
      611    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\instructions.py:131(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\ir.py:82(_raw_function_name)
        1    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\np\npyfuncs.py:834(np_real_cos_impl)
      105    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\dis.py:449(findlinestarts)
       35    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\dispatcher.py:626(__repr__)
      300    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\types.py:435(__init__)
       14    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\llvmpy\core.py:130(undef)
        9    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\base.py:811(<listcomp>)
      959    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\types.py:105(_to_string)
       12    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\byteflow.py:292(op_LOAD_ATTR)
      714    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       43    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\pprint.py:104(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\cgutils.py:899(memset)
        9    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\byteflow.py:555(_op_POP_JUMP_IF)
        2    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\llvmpy\core.py:196(intrinsic)
       86    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
      530    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\ir.py:809(get_targets)
       20    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\ssa.py:142(<setcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\tqdm\utils.py:318(_screen_shape_windows)
      379    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\byteflow.py:36(__init__)
      652    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\ir\instructions.py:327(<genexpr>)
      856    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\inspect.py:2527(name)
        6    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\interpreter.py:1130(op_BINARY_MODULO)
        8    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\typing\templates.py:906(_resolve)
       39    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\llvmlite\binding\transforms.py:71(loop_vectorize)
      693    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\types\misc.py:147(key)
       20    0.000    0.000    0.000    0.000 C:\Users\migue\anaconda3\lib\site-packages\numba\core\ir.py:1322(__init__)
